Bucket_Owner,Bucket,Time,Remote_IP,Requester,Request_ID,Operation,Key,HTTP_method,Request_URI,HTTP_status,Error_Code,Bytes_Sent,Object_Size,Total_Time_ms,Turn_Around_Time_ms,Referrer,User_Agent,Version_Id
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:00:01+00:00,52.55.197.86,-,B2B7BB090A22FAB7,REST.GET.OBJECT,airs/AIRS.2015.01.01.L3.RetStd_IR001.v6.0.11.0.G15013155825.nc.h5,GET,/airs/AIRS.2015.01.01.L3.RetStd_IR001.v6.0.11.0.G15013155825.nc.h5,200,-,317074768,317074768,5953,105,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:05:13+00:00,52.55.197.86,-,C7A5C75F3DAE7080,REST.GET.OBJECT,airs/AIRS.2015.01.02.L3.RetStd_IR001.v6.0.11.0.G15005190621.nc.h5,GET,/airs/AIRS.2015.01.02.L3.RetStd_IR001.v6.0.11.0.G15005190621.nc.h5,200,-,318843092,318843092,6311,142,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:05:23+00:00,52.55.197.86,-,0509616900B7A08A,REST.GET.OBJECT,airs/AIRS.2015.01.03.L3.RetStd_IR001.v6.0.11.0.G15006005549.nc.h5,GET,/airs/AIRS.2015.01.03.L3.RetStd_IR001.v6.0.11.0.G15006005549.nc.h5,200,-,316715058,316715058,4639,292,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:05:32+00:00,52.55.197.86,-,2432403B4EC1AB32,REST.GET.OBJECT,airs/AIRS.2015.01.04.L3.RetStd_IR001.v6.0.11.0.G15006043115.nc.h5,GET,/airs/AIRS.2015.01.04.L3.RetStd_IR001.v6.0.11.0.G15006043115.nc.h5,200,-,316042185,316042185,6624,228,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:05:43+00:00,52.55.197.86,-,F9FB4DB918334B10,REST.GET.OBJECT,airs/AIRS.2015.01.05.L3.RetStd_IR001.v6.0.11.0.G15007130423.nc.h5,GET,/airs/AIRS.2015.01.05.L3.RetStd_IR001.v6.0.11.0.G15007130423.nc.h5,200,-,316625395,316625395,5386,283,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:05:52+00:00,52.55.197.86,-,1A0933A3180F2196,REST.GET.OBJECT,airs/AIRS.2015.01.06.L3.RetStd_IR001.v6.0.11.0.G15007171215.nc.h5,GET,/airs/AIRS.2015.01.06.L3.RetStd_IR001.v6.0.11.0.G15007171215.nc.h5,200,-,318569289,318569289,9084,194,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:05+00:00,52.55.197.86,-,B13CDF6E74E457DA,REST.GET.OBJECT,airs/AIRS.2015.01.07.L3.RetStd_IR001.v6.0.11.0.G15008175227.nc.h5,GET,/airs/AIRS.2015.01.07.L3.RetStd_IR001.v6.0.11.0.G15008175227.nc.h5,200,-,301093250,301093250,6577,118,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:16+00:00,52.55.197.86,-,3CA5C79851E4AF2B,REST.GET.OBJECT,airs/AIRS.2015.01.08.L3.RetStd_IR001.v6.0.11.0.G15009164045.nc.h5,GET,/airs/AIRS.2015.01.08.L3.RetStd_IR001.v6.0.11.0.G15009164045.nc.h5,200,-,307140698,307140698,4777,157,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:25+00:00,52.55.197.86,-,D96B6822C2C888A7,REST.GET.OBJECT,airs/AIRS.2015.01.09.L3.RetStd_IR001.v6.0.11.0.G15010163004.nc.h5,GET,/airs/AIRS.2015.01.09.L3.RetStd_IR001.v6.0.11.0.G15010163004.nc.h5,200,-,318334945,318334945,6622,188,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:36+00:00,52.55.197.86,-,15E9209B657B40A4,REST.GET.OBJECT,airs/AIRS.2015.01.10.L3.RetStd_IR001.v6.0.11.0.G15011162002.nc.h5,GET,/airs/AIRS.2015.01.10.L3.RetStd_IR001.v6.0.11.0.G15011162002.nc.h5,200,-,319563743,319563743,5876,114,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:46+00:00,52.55.197.86,-,C026F0FD5FFF3DC9,REST.GET.OBJECT,airs/AIRS.2015.01.11.L3.RetStd_IR001.v6.0.11.0.G15012165225.nc.h5,GET,/airs/AIRS.2015.01.11.L3.RetStd_IR001.v6.0.11.0.G15012165225.nc.h5,200,-,318940864,318940864,6991,231,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:06:58+00:00,52.55.197.86,-,BBBDED869B730B91,REST.GET.OBJECT,airs/AIRS.2015.01.12.L3.RetStd_IR001.v6.0.11.0.G15021125448.nc.h5,GET,/airs/AIRS.2015.01.12.L3.RetStd_IR001.v6.0.11.0.G15021125448.nc.h5,200,-,319775751,319775751,4824,225,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:07:07+00:00,52.55.197.86,-,1B58C1723E8DE6C4,REST.GET.OBJECT,airs/AIRS.2015.01.13.L3.RetStd_IR001.v6.0.11.0.G15021125153.nc.h5,GET,/airs/AIRS.2015.01.13.L3.RetStd_IR001.v6.0.11.0.G15021125153.nc.h5,200,-,319482360,319482360,4765,132,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:07:16+00:00,52.55.197.86,-,23D60F0E2475F267,REST.GET.OBJECT,airs/AIRS.2015.01.14.L3.RetStd_IR001.v6.0.11.0.G15021120249.nc.h5,GET,/airs/AIRS.2015.01.14.L3.RetStd_IR001.v6.0.11.0.G15021120249.nc.h5,200,-,318889677,318889677,8213,240,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:07:28+00:00,52.55.197.86,-,5E0F79C57C395979,REST.GET.OBJECT,airs/AIRS.2015.01.15.L3.RetStd_IR001.v6.0.11.0.G15016175121.nc.h5,GET,/airs/AIRS.2015.01.15.L3.RetStd_IR001.v6.0.11.0.G15016175121.nc.h5,200,-,319334708,319334708,5018,236,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:07:37+00:00,52.55.197.86,-,7A9B20B876F1A087,REST.GET.OBJECT,airs/AIRS.2015.01.16.L3.RetStd_IR001.v6.0.11.0.G15017165029.nc.h5,GET,/airs/AIRS.2015.01.16.L3.RetStd_IR001.v6.0.11.0.G15017165029.nc.h5,200,-,320314404,320314404,4466,118,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:07:46+00:00,52.55.197.86,-,F10AB88DA53FFCDC,REST.GET.OBJECT,airs/AIRS.2015.01.17.L3.RetStd_IR001.v6.0.11.0.G15018164040.nc.h5,GET,/airs/AIRS.2015.01.17.L3.RetStd_IR001.v6.0.11.0.G15018164040.nc.h5,200,-,319356121,319356121,15259,86,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:08:05+00:00,52.55.197.86,-,3E091E606C01D7FC,REST.GET.OBJECT,airs/AIRS.2015.01.18.L3.RetStd_IR001.v6.0.11.0.G15019172037.nc.h5,GET,/airs/AIRS.2015.01.18.L3.RetStd_IR001.v6.0.11.0.G15019172037.nc.h5,200,-,318739472,318739472,8492,250,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:08:18+00:00,52.55.197.86,-,4DDB61F7978870F9,REST.GET.OBJECT,airs/AIRS.2015.01.19.L3.RetStd_IR001.v6.0.11.0.G15020173159.nc.h5,GET,/airs/AIRS.2015.01.19.L3.RetStd_IR001.v6.0.11.0.G15020173159.nc.h5,200,-,319146721,319146721,10324,67,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:08:32+00:00,52.55.197.86,-,2F4C35987E054217,REST.GET.OBJECT,airs/AIRS.2015.01.20.L3.RetStd_IR001.v6.0.11.0.G15021184554.nc.h5,GET,/airs/AIRS.2015.01.20.L3.RetStd_IR001.v6.0.11.0.G15021184554.nc.h5,200,-,315278541,315278541,11143,274,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:08:48+00:00,52.55.197.86,-,8A93C198E739EFBA,REST.GET.OBJECT,airs/AIRS.2015.01.21.L3.RetStd_IR001.v6.0.11.0.G15022165534.nc.h5,GET,/airs/AIRS.2015.01.21.L3.RetStd_IR001.v6.0.11.0.G15022165534.nc.h5,200,-,316498547,316498547,4423,142,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:08:56+00:00,52.55.197.86,-,59EFA834E37C2066,REST.GET.OBJECT,airs/AIRS.2015.01.22.L3.RetStd_IR001.v6.0.11.0.G15023185212.nc.h5,GET,/airs/AIRS.2015.01.22.L3.RetStd_IR001.v6.0.11.0.G15023185212.nc.h5,200,-,319716296,319716296,11894,307,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:09:13+00:00,52.55.197.86,-,9450899FE1F50833,REST.GET.OBJECT,airs/AIRS.2015.01.23.L3.RetStd_IR001.v6.0.11.0.G15024223141.nc.h5,GET,/airs/AIRS.2015.01.23.L3.RetStd_IR001.v6.0.11.0.G15024223141.nc.h5,200,-,317007006,317007006,10003,282,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:09:27+00:00,52.55.197.86,-,1C5DBFC42B309CCE,REST.GET.OBJECT,airs/AIRS.2015.01.24.L3.RetStd_IR001.v6.0.11.0.G15025162144.nc.h5,GET,/airs/AIRS.2015.01.24.L3.RetStd_IR001.v6.0.11.0.G15025162144.nc.h5,200,-,317772158,317772158,6776,291,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:09:38+00:00,52.55.197.86,-,56C48D16EFFB07A8,REST.GET.OBJECT,airs/AIRS.2015.01.25.L3.RetStd_IR001.v6.0.11.0.G15026174547.nc.h5,GET,/airs/AIRS.2015.01.25.L3.RetStd_IR001.v6.0.11.0.G15026174547.nc.h5,200,-,313972200,313972200,13061,94,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:09:56+00:00,52.55.197.86,-,94A837C42599B159,REST.GET.OBJECT,airs/AIRS.2015.01.26.L3.RetStd_IR001.v6.0.11.0.G15027194507.nc.h5,GET,/airs/AIRS.2015.01.26.L3.RetStd_IR001.v6.0.11.0.G15027194507.nc.h5,200,-,311930864,311930864,9808,201,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:10+00:00,52.55.197.86,-,84B2738555900ABD,REST.GET.OBJECT,airs/AIRS.2015.01.27.L3.RetStd_IR001.v6.0.11.0.G15028191220.nc.h5,GET,/airs/AIRS.2015.01.27.L3.RetStd_IR001.v6.0.11.0.G15028191220.nc.h5,200,-,311513352,311513352,6339,166,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:20+00:00,52.55.197.86,-,F3CBA2DAA863FF96,REST.GET.OBJECT,airs/AIRS.2015.01.28.L3.RetStd_IR001.v6.0.11.0.G15029200444.nc.h5,GET,/airs/AIRS.2015.01.28.L3.RetStd_IR001.v6.0.11.0.G15029200444.nc.h5,200,-,315655978,315655978,5036,119,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:30+00:00,52.55.197.86,-,9CEF51D09759C5AE,REST.GET.OBJECT,airs/AIRS.2015.01.29.L3.RetStd_IR001.v6.0.11.0.G15033123447.nc.h5,GET,/airs/AIRS.2015.01.29.L3.RetStd_IR001.v6.0.11.0.G15033123447.nc.h5,200,-,318723888,318723888,5392,143,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:39+00:00,52.55.197.86,-,8FDC2E33C600B5E5,REST.GET.OBJECT,airs/AIRS.2015.01.30.L3.RetStd_IR001.v6.0.11.0.G15033135335.nc.h5,GET,/airs/AIRS.2015.01.30.L3.RetStd_IR001.v6.0.11.0.G15033135335.nc.h5,200,-,312808292,312808292,5271,314,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:49+00:00,52.55.197.86,-,6DBD75805C74F9FD,REST.GET.OBJECT,airs/AIRS.2015.01.31.L3.RetStd_IR001.v6.0.11.0.G15033002627.nc.h5,GET,/airs/AIRS.2015.01.31.L3.RetStd_IR001.v6.0.11.0.G15033002627.nc.h5,200,-,318291498,318291498,5828,137,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:10:59+00:00,52.55.197.86,-,D76B61C990A0C0ED,REST.GET.OBJECT,airs/AIRS.2015.02.01.L3.RetStd_IR001.v6.0.11.0.G15033192757.nc.h5,GET,/airs/AIRS.2015.02.01.L3.RetStd_IR001.v6.0.11.0.G15033192757.nc.h5,200,-,316693208,316693208,6288,288,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:11:09+00:00,52.55.197.86,-,2032B4F544E2C474,REST.GET.OBJECT,airs/AIRS.2015.02.02.L3.RetStd_IR001.v6.0.11.0.G15034184154.nc.h5,GET,/airs/AIRS.2015.02.02.L3.RetStd_IR001.v6.0.11.0.G15034184154.nc.h5,200,-,316850526,316850526,8851,149,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:11:22+00:00,52.55.197.86,-,0D45207A801D8925,REST.GET.OBJECT,airs/AIRS.2015.02.03.L3.RetStd_IR001.v6.0.11.0.G15036141942.nc.h5,GET,/airs/AIRS.2015.02.03.L3.RetStd_IR001.v6.0.11.0.G15036141942.nc.h5,200,-,316804460,316804460,6932,278,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:11:33+00:00,52.55.197.86,-,34D1FC3CA944280C,REST.GET.OBJECT,airs/AIRS.2015.02.04.L3.RetStd_IR001.v6.0.11.0.G15040144931.nc.h5,GET,/airs/AIRS.2015.02.04.L3.RetStd_IR001.v6.0.11.0.G15040144931.nc.h5,200,-,307119035,307119035,4536,95,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:11:42+00:00,52.55.197.86,-,0C51E2C11861401F,REST.GET.OBJECT,airs/AIRS.2015.02.05.L3.RetStd_IR001.v6.0.11.0.G15040150906.nc.h5,GET,/airs/AIRS.2015.02.05.L3.RetStd_IR001.v6.0.11.0.G15040150906.nc.h5,200,-,304991276,304991276,16031,186,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:12:02+00:00,52.55.197.86,-,E1B4B12072213E5C,REST.GET.OBJECT,airs/AIRS.2015.02.06.L3.RetStd_IR001.v6.0.11.0.G15040125632.nc.h5,GET,/airs/AIRS.2015.02.06.L3.RetStd_IR001.v6.0.11.0.G15040125632.nc.h5,200,-,317890950,317890950,8481,244,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:12:15+00:00,52.55.197.86,-,023A61DD5B9B2F86,REST.GET.OBJECT,airs/AIRS.2015.02.07.L3.RetStd_IR001.v6.0.11.0.G15040121547.nc.h5,GET,/airs/AIRS.2015.02.07.L3.RetStd_IR001.v6.0.11.0.G15040121547.nc.h5,200,-,318497229,318497229,5985,216,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:12:25+00:00,52.55.197.86,-,C821776B66D41349,REST.GET.OBJECT,airs/AIRS.2015.02.08.L3.RetStd_IR001.v6.0.11.0.G15040190512.nc.h5,GET,/airs/AIRS.2015.02.08.L3.RetStd_IR001.v6.0.11.0.G15040190512.nc.h5,200,-,318404725,318404725,8435,262,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:12:38+00:00,52.55.197.86,-,2B5A2B58DA1DAE9B,REST.GET.OBJECT,airs/AIRS.2015.02.09.L3.RetStd_IR001.v6.0.11.0.G15041173532.nc.h5,GET,/airs/AIRS.2015.02.09.L3.RetStd_IR001.v6.0.11.0.G15041173532.nc.h5,200,-,319203595,319203595,7858,284,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:12:50+00:00,52.55.197.86,-,93ABD60F4A2DA1E8,REST.GET.OBJECT,airs/AIRS.2015.02.10.L3.RetStd_IR001.v6.0.11.0.G15042190902.nc.h5,GET,/airs/AIRS.2015.02.10.L3.RetStd_IR001.v6.0.11.0.G15042190902.nc.h5,200,-,318530595,318530595,7402,115,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:13:02+00:00,52.55.197.86,-,68604E82FBD2925F,REST.GET.OBJECT,airs/AIRS.2015.02.11.L3.RetStd_IR001.v6.0.11.0.G15043174648.nc.h5,GET,/airs/AIRS.2015.02.11.L3.RetStd_IR001.v6.0.11.0.G15043174648.nc.h5,200,-,317912223,317912223,15316,245,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:13:22+00:00,52.55.197.86,-,BBC9E99622EF368D,REST.GET.OBJECT,airs/AIRS.2015.02.12.L3.RetStd_IR001.v6.0.11.0.G15044232815.nc.h5,GET,/airs/AIRS.2015.02.12.L3.RetStd_IR001.v6.0.11.0.G15044232815.nc.h5,200,-,316235610,316235610,4699,125,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:13:31+00:00,52.55.197.86,-,CA44D7FF47FFC70A,REST.GET.OBJECT,airs/AIRS.2015.02.13.L3.RetStd_IR001.v6.0.11.0.G15049142314.nc.h5,GET,/airs/AIRS.2015.02.13.L3.RetStd_IR001.v6.0.11.0.G15049142314.nc.h5,200,-,317933438,317933438,8561,133,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:13:44+00:00,52.55.197.86,-,02FAADE71B509DE9,REST.GET.OBJECT,airs/AIRS.2015.02.14.L3.RetStd_IR001.v6.0.11.0.G15049170508.nc.h5,GET,/airs/AIRS.2015.02.14.L3.RetStd_IR001.v6.0.11.0.G15049170508.nc.h5,200,-,317707964,317707964,4834,185,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:13:53+00:00,52.55.197.86,-,EAB4F0184043A516,REST.GET.OBJECT,airs/AIRS.2015.02.15.L3.RetStd_IR001.v6.0.11.0.G15075141809.nc.h5,GET,/airs/AIRS.2015.02.15.L3.RetStd_IR001.v6.0.11.0.G15075141809.nc.h5,200,-,302745559,302745559,4548,133,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:14:02+00:00,52.55.197.86,-,D3B791088B75241E,REST.GET.OBJECT,airs/AIRS.2015.02.16.L3.RetStd_IR001.v6.0.11.0.G15075141321.nc.h5,GET,/airs/AIRS.2015.02.16.L3.RetStd_IR001.v6.0.11.0.G15075141321.nc.h5,200,-,311596371,311596371,5698,159,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:14:12+00:00,52.55.197.86,-,5A1B0D6E46D59BCE,REST.GET.OBJECT,airs/AIRS.2015.02.17.L3.RetStd_IR001.v6.0.11.0.G15075134502.nc.h5,GET,/airs/AIRS.2015.02.17.L3.RetStd_IR001.v6.0.11.0.G15075134502.nc.h5,200,-,319224841,319224841,6614,242,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:14:23+00:00,52.55.197.86,-,EC048136F31F14FC,REST.GET.OBJECT,airs/AIRS.2015.02.18.L3.RetStd_IR001.v6.0.11.0.G15050195102.nc.h5,GET,/airs/AIRS.2015.02.18.L3.RetStd_IR001.v6.0.11.0.G15050195102.nc.h5,200,-,318675694,318675694,5089,112,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
3eac033a2244c056eb9ea5b85895c219187bb66b8300870125952a31fe3ea98a,cloudydap,2016-12-06T15:14:32+00:00,52.55.197.86,-,134C2B34CAE99BAD,REST.GET.OBJECT,airs/AIRS.2015.02.19.L3.RetStd_IR001.v6.0.11.0.G15051182920.nc.h5,GET,/airs/AIRS.2015.02.19.L3.RetStd_IR001.v6.0.11.0.G15051182920.nc.h5,200,-,318464371,318464371,13832,233,-,libcurl/7.19.7 NSS/3.21 Basic ECC zlib/1.2.3 libidn/1.18 libssh2/1.4.2,-
